Customer_ID,Customer_Name,Revenue,percentile_rank,Customer_segment
21546,"Gregory Williams",17291,0.28,"Medium Value"
15007,"Joshua Moore",17291,0.28,"Medium Value"
36963,"Jennifer Harmon",17291,0.28,"Medium Value"
11223,"Daniel Kent",17290,0.28,"Medium Value"
17349,"Steven Lopez",17290,0.28,"Medium Value"
12224,"Elizabeth Adams",17290,0.28,"Medium Value"
10614,"James Morrow",17289,0.28,"Medium Value"
46063,"Karen Sanchez",17289,0.28,"Medium Value"
5809,"Charles Parker",17289,0.28,"Medium Value"
17801,"Carl Nichols",17288,0.28,"Medium Value"
28968,"Blake Good",17288,0.28,"Medium Value"
30657,"Mark Jones",17287,0.28,"Medium Value"
24407,"Nancy Burton",17287,0.28,"Medium Value"
37506,"Melissa Thompson",17285,0.28,"Medium Value"
2640,"Linda Bowman",17284,0.28,"Medium Value"
299,"Brittany Wong",17284,0.28,"Medium Value"
37194,"Audrey Carter",17283,0.28,"Medium Value"
22318,"Jamie Ward",17283,0.28,"Medium Value"
46618,"Michael Knight",17282,0.28,"Medium Value"
26608,"Madison Andersen",17282,0.28,"Medium Value"
27186,"Jillian Williams",17281,0.28,"Medium Value"
35289,"Kelly Marshall",17281,0.28,"Medium Value"
23369,"Tara Berger",17281,0.28,"Medium Value"
32255,"Linda Hudson",17280,0.28,"Medium Value"
23584,"Jason Schroeder",17280,0.28,"Medium Value"
4513,"William Kelly",17280,0.28,"Medium Value"
5250,"Jessica Thomas",17279,0.28,"Medium Value"
21384,"Jessica Howard",17278,0.28,"Medium Value"
36058,"Charles Matthews",17277,0.28,"Medium Value"
24756,"Laura Schwartz",17277,0.28,"Medium Value"
9717,"Julie Huang",17276,0.28,"Medium Value"
16555,"Robert Brown",17276,0.28,"Medium Value"
30578,"Morgan Howard",17276,0.28,"Medium Value"
2027,"Tracy Stewart",17274,0.28,"Medium Value"
11384,"Caitlin Davis",17274,0.28,"Medium Value"
4542,"Matthew Frazier",17273,0.28,"Medium Value"
25064,"Alexandria Kline",17272,0.28,"Medium Value"
48417,"Samuel Barber",17272,0.28,"Medium Value"
23034,"Jessica Warren",17272,0.28,"Medium Value"
26757,"Hannah Mitchell",17271,0.28,"Medium Value"
2302,"Erin Martinez",17271,0.28,"Medium Value"
46454,"Donna Rosario",17270,0.28,"Medium Value"
20311,"Tyler Lozano",17270,0.28,"Medium Value"
32132,"Christine Scott",17270,0.28,"Medium Value"
49064,"Paul Johnson",17269,0.28,"Medium Value"
17669,"Melissa Jackson",17267,0.28,"Medium Value"
23007,"Katie Thomas",17267,0.28,"Medium Value"
6845,"Elizabeth Colon",17267,0.28,"Medium Value"
46466,"Tiffany Lee",17267,0.28,"Medium Value"
17755,"Edward Smith",17264,0.28,"Medium Value"
14256,"William Williams",17264,0.28,"Medium Value"
42857,"Julian Rowland",17263,0.28,"Medium Value"
34003,"James Mcbride",17262,0.28,"Medium Value"
18273,"Kelly Walters",17262,0.28,"Medium Value"
40971,"Alicia Wright",17262,0.28,"Medium Value"
32033,"Christopher Cunningham",17261,0.28,"Medium Value"
41265,"Brianna Paul",17261,0.28,"Medium Value"
42251,"Jody Maldonado",17260,0.28,"Medium Value"
37608,"Regina Frank",17260,0.28,"Medium Value"
42930,"Briana Baker",17258,0.28,"Medium Value"
42077,"Jack Cook",17257,0.28,"Medium Value"
13985,"Victoria Lopez",17255,0.28,"Medium Value"
2776,"Michael Juarez",17255,0.28,"Medium Value"
38425,"Janice Wallace",17254,0.28,"Medium Value"
10942,"Samuel Chavez",17253,0.28,"Medium Value"
13185,"Caroline Thomas",17253,0.28,"Medium Value"
42332,"William Haynes",17252,0.28,"Medium Value"
16452,"Ashley Trevino",17252,0.28,"Medium Value"
45067,"Todd Stone",17252,0.28,"Medium Value"
44462,"Tony Craig",17251,0.28,"Medium Value"
42779,"Ricardo Wilson",17251,0.28,"Medium Value"
35257,"Robert Castro",17250,0.28,"Medium Value"
36517,"Carolyn Webb",17250,0.28,"Medium Value"
34857,"Alexander Morse",17249,0.28,"Medium Value"
8128,"Jeffrey Schultz",17249,0.28,"Medium Value"
7858,"Michael Williams",17249,0.28,"Medium Value"
22208,"Steven Crawford",17249,0.28,"Medium Value"
12212,"Brent Kim",17249,0.28,"Medium Value"
7087,"Jeffrey Silva",17248,0.28,"Medium Value"
4621,"Phillip Martinez",17247,0.28,"Medium Value"
33936,"Thomas Vaughn",17247,0.28,"Medium Value"
27035,"Amy Collier",17246,0.28,"Medium Value"
17631,"Brendan Stafford",17246,0.28,"Medium Value"
5424,"Danielle Wood",17245,0.28,"Medium Value"
18032,"Eric Davis",17245,0.28,"Medium Value"
18802,"Andrea Newman",17245,0.28,"Medium Value"
37951,"Joshua Coleman",17245,0.28,"Medium Value"
25751,"Ashley Walker",17244,0.28,"Medium Value"
37187,"Douglas Kim",17244,0.28,"Medium Value"
182,"Daniel Woodard",17243,0.28,"Medium Value"
30550,"Brandon Howard",17243,0.28,"Medium Value"
28716,"Aaron Dunlap",17243,0.28,"Medium Value"
49046,"Nicole Barber",17243,0.28,"Medium Value"
32366,"Janet Santos",17242,0.28,"Medium Value"
19661,"Wayne Brock",17242,0.28,"Medium Value"
33990,"Cheryl Fisher",17241,0.28,"Medium Value"
42778,"John Francis",17241,0.28,"Medium Value"
44952,"Teresa Stein",17240,0.28,"Medium Value"
37145,"Aaron Martin",17240,0.28,"Medium Value"
7983,"Margaret Williams",17240,0.28,"Medium Value"
40685,"Nancy Rodriguez",17240,0.28,"Medium Value"
27533,"Shawn Martinez",17239,0.28,"Medium Value"
12240,"Charles Nelson",17239,0.28,"Medium Value"
27803,"Andrea Richardson",17238,0.28,"Medium Value"
43920,"Ashley Lewis",17238,0.28,"Medium Value"
32666,"Kari Peters",17237,0.28,"Medium Value"
2571,"John Lucas",17237,0.28,"Medium Value"
18508,"Janice Barnett",17237,0.28,"Medium Value"
29755,"Pamela Adams",17237,0.28,"Medium Value"
27283,"Angela Robinson",17236,0.28,"Medium Value"
40619,"Michael Norton",17236,0.28,"Medium Value"
21536,"Bradley Harris",17236,0.28,"Medium Value"
37180,"Sabrina Jackson",17236,0.28,"Medium Value"
3087,"Kevin Lutz",17235,0.28,"Medium Value"
13410,"Kimberly Wright",17234,0.28,"Medium Value"
1859,"Andrea Mckinney",17233,0.28,"Medium Value"
12966,"Bradley Franklin",17233,0.28,"Medium Value"
4817,"Nicole Adams",17233,0.28,"Medium Value"
47606,"Taylor Ramirez",17232,0.28,"Medium Value"
38629,"Michael Crawford",17232,0.28,"Medium Value"
11414,"Miss Megan Warner",17231,0.28,"Medium Value"
20094,"Erica Barker",17230,0.28,"Medium Value"
30389,"Tara Benson",17230,0.28,"Medium Value"
351,"Michael Gilbert",17230,0.28,"Medium Value"
483,"Cynthia Maddox",17229,0.28,"Medium Value"
48005,"Mario Olsen",17229,0.28,"Medium Value"
39452,"Kristin Bowman",17229,0.28,"Medium Value"
30150,"Kevin Johnson",17228,0.28,"Medium Value"
30070,"Samantha Kim",17228,0.28,"Medium Value"
2625,"Brandon Parker",17228,0.28,"Medium Value"
36598,"Clifford Guerrero",17228,0.28,"Medium Value"
26625,"Jason Atkinson",17227,0.28,"Medium Value"
21578,"Christopher Little",17227,0.28,"Medium Value"
46796,"Tiffany Wright",17227,0.28,"Medium Value"
9459,"Lauren Taylor",17227,0.28,"Medium Value"
11291,"Samantha Fox",17226,0.28,"Medium Value"
16322,"Lisa Sanchez",17226,0.28,"Medium Value"
3382,"Mario Novak MD",17225,0.28,"Medium Value"
2488,"Patrick Tran",17225,0.28,"Medium Value"
5908,"Mark Robinson",17224,0.28,"Medium Value"
25588,"Nicole Edwards",17223,0.28,"Medium Value"
9631,"Lisa Kramer",17223,0.28,"Medium Value"
7626,"Mario Pearson",17223,0.28,"Medium Value"
34295,"David Johnson",17222,0.28,"Medium Value"
24757,"Angela Santiago",17221,0.28,"Medium Value"
9654,"Michael Joseph",17220,0.28,"Medium Value"
13872,"Paige Smith",17220,0.28,"Medium Value"
33848,"Casey Santiago",17219,0.28,"Medium Value"
12039,"Megan Rogers",17219,0.28,"Medium Value"
16985,"Mrs. Melissa Mccormick DDS",17219,0.28,"Medium Value"
19570,"Connie Rogers",17219,0.28,"Medium Value"
14816,"Ronald Evans",17219,0.28,"Medium Value"
3675,"Julie Brown",17218,0.28,"Medium Value"
42707,"Darryl Carey",17217,0.28,"Medium Value"
21487,"Kyle Ramirez",17217,0.28,"Medium Value"
40117,"Pamela Campbell",17217,0.28,"Medium Value"
13284,"Anthony Wilson",17217,0.28,"Medium Value"
35094,"Michelle Russell",17216,0.28,"Medium Value"
13073,"Olivia Walls",17215,0.28,"Medium Value"
1250,"Connie Lopez",17215,0.28,"Medium Value"
18201,"Mark Li",17215,0.28,"Medium Value"
18790,"Julia Romero",17215,0.28,"Medium Value"
32970,"Brooke Mcmahon",17214,0.28,"Medium Value"
36398,"Deanna Levine",17213,0.28,"Medium Value"
34743,"Valerie Russell",17213,0.28,"Medium Value"
35232,"Kristen Donovan",17212,0.28,"Medium Value"
1199,"Monica Vargas",17212,0.28,"Medium Value"
47111,"Stacy Freeman",17211,0.28,"Medium Value"
9561,"Ryan Wilson",17211,0.28,"Medium Value"
40864,"Meagan West",17211,0.28,"Medium Value"
31833,"David Terry",17210,0.28,"Medium Value"
14159,"Linda Alvarez",17210,0.28,"Medium Value"
49337,"Mark Smith",17210,0.28,"Medium Value"
6355,"Kathy Dorsey",17209,0.28,"Medium Value"
40466,"Kevin Ryan",17208,0.28,"Medium Value"
47355,"Carolyn Adams",17208,0.28,"Medium Value"
412,"Brittany Wilson",17208,0.28,"Medium Value"
34593,"Alexander Mitchell",17208,0.28,"Medium Value"
23983,"Mark Lin",17206,0.28,"Medium Value"
39788,"Monica Martinez",17206,0.28,"Medium Value"
38436,"Ashley Dean",17206,0.28,"Medium Value"
37904,"Darren Summers",17206,0.28,"Medium Value"
46178,"Danielle Brown",17206,0.28,"Medium Value"
26827,"Kimberly Sosa",17205,0.28,"Medium Value"
43201,"Heather Wade",17205,0.28,"Medium Value"
4827,"Sheila Burch",17205,0.28,"Medium Value"
47324,"Diane Lee",17205,0.28,"Medium Value"
31326,"Keith Hernandez",17205,0.28,"Medium Value"
36629,"Lisa Robertson",17205,0.28,"Medium Value"
28402,"Janice Oconnor",17204,0.28,"Medium Value"
3859,"Ashley Figueroa",17204,0.28,"Medium Value"
40495,"Stanley Martinez",17203,0.28,"Medium Value"
16731,"Christine Stewart",17203,0.28,"Medium Value"
25846,"Aaron Salazar",17203,0.28,"Medium Value"
43448,"Robert Carr",17203,0.28,"Medium Value"
36572,"Joseph Stark",17202,0.28,"Medium Value"
14729,"Zachary Young",17202,0.28,"Medium Value"
22396,"Katelyn Henderson",17201,0.28,"Medium Value"
39014,"Alex Logan",17201,0.28,"Medium Value"
15615,"Glen Kim",17200,0.28,"Medium Value"
33499,"Patricia Mclean",17200,0.28,"Medium Value"
7456,"David Richards",17200,0.28,"Medium Value"
32215,"Richard Nguyen",17199,0.28,"Medium Value"
13355,"Amy Olsen",17198,0.28,"Medium Value"
26814,"Joseph Dixon",17198,0.28,"Medium Value"
37392,"Megan Sims",17198,0.28,"Medium Value"
35658,"Holly Phillips",17197,0.28,"Medium Value"
4331,"Michael Taylor",17197,0.28,"Medium Value"
20859,"Ian Cabrera",17196,0.28,"Medium Value"
36561,"Leah Ramsey",17196,0.28,"Medium Value"
17855,"Katherine Oliver",17196,0.28,"Medium Value"
42295,"Kevin Hooper",17196,0.28,"Medium Value"
9854,"Darin Massey",17195,0.28,"Medium Value"
28468,"Erica Rice",17194,0.28,"Medium Value"
11858,"Amy Alvarez",17193,0.28,"Medium Value"
32713,"Chelsea Ho",17192,0.28,"Medium Value"
41189,"Steven Robinson",17192,0.28,"Medium Value"
35430,"Christopher Hill",17192,0.28,"Medium Value"
27858,"Brian Perez",17192,0.28,"Medium Value"
35917,"Shannon Wood",17192,0.28,"Medium Value"
48694,"Teresa Johnson",17191,0.28,"Medium Value"
25610,"Matthew Rivera",17190,0.28,"Medium Value"
5005,"Robert Jenkins",17189,0.28,"Medium Value"
25592,"Collin Hill",17189,0.28,"Medium Value"
443,"Mason Perez",17189,0.28,"Medium Value"
41526,"Patricia Gross",17189,0.28,"Medium Value"
16754,"William Fowler",17189,0.28,"Medium Value"
43976,"Christina Coffey",17189,0.28,"Medium Value"
24791,"Charles Hamilton",17188,0.28,"Medium Value"
45069,"Angelica Wolf",17188,0.28,"Medium Value"
19215,"Mark Curtis",17188,0.28,"Medium Value"
5844,"Joan Moyer",17187,0.28,"Medium Value"
42587,"Katherine Hudson",17187,0.28,"Medium Value"
30917,"Richard Miller",17187,0.28,"Medium Value"
39746,"Robert Bennett",17187,0.28,"Medium Value"
19216,"Dana Phillips",17187,0.28,"Medium Value"
29216,"Randall Mosley",17187,0.28,"Medium Value"
38875,"Meredith Briggs",17186,0.28,"Medium Value"
47059,"David Merritt",17186,0.28,"Medium Value"
20263,"Tony Merritt",17185,0.28,"Medium Value"
48632,"Mr. Nathan Le III",17185,0.28,"Medium Value"
24036,"Carol Brown",17183,0.28,"Medium Value"
49572,"Frank Winters",17183,0.28,"Medium Value"
38355,"Kyle Welch",17183,0.28,"Medium Value"
26612,"Pamela Ramirez",17182,0.28,"Medium Value"
41654,"Richard Baker",17181,0.28,"Medium Value"
49573,"Edward Baker",17180,0.28,"Medium Value"
2138,"Beth Nunez",17179,0.28,"Medium Value"
34731,"Tamara Johnson",17179,0.28,"Medium Value"
4555,"Elizabeth Mckenzie",17176,0.28,"Medium Value"
44073,"Morgan Cantu",17176,0.28,"Medium Value"
7980,"Eugene Hall",17176,0.28,"Medium Value"
8581,"Brian Johnson",17176,0.28,"Medium Value"
7928,"Bobby Krueger",17176,0.28,"Medium Value"
40853,"Patty Howell",17176,0.28,"Medium Value"
12444,"Nicole Anderson",17176,0.28,"Medium Value"
44795,"Brad Chavez",17175,0.28,"Medium Value"
25649,"Tina Webb",17175,0.28,"Medium Value"
1437,"Mark Greene",17175,0.28,"Medium Value"
40744,"Kimberly Baxter",17174,0.28,"Medium Value"
20712,"Dawn Perez",17174,0.28,"Medium Value"
26923,"Sharon Lynch",17174,0.28,"Medium Value"
49703,"Thomas Contreras",17173,0.28,"Medium Value"
47289,"Michael Collins",17173,0.28,"Medium Value"
19093,"Dennis Young",17172,0.28,"Medium Value"
38839,"Larry Kirk",17172,0.28,"Medium Value"
28692,"Stanley Hill",17171,0.28,"Medium Value"
21712,"Christopher Jones",17171,0.28,"Medium Value"
24680,"Jesse Hines",17171,0.28,"Medium Value"
41437,"Lisa Michael",17170,0.28,"Medium Value"
47595,"Richard Taylor",17170,0.28,"Medium Value"
37514,"Dr. Brad Mcintyre",17169,0.28,"Medium Value"
1248,"Matthew Roberts",17167,0.28,"Medium Value"
24808,"Sarah Stafford",17166,0.28,"Medium Value"
23586,"Thomas Smith",17166,0.28,"Medium Value"
17854,"Sean Hunter",17164,0.28,"Medium Value"
30632,"Mr. Peter Clark Jr.",17164,0.28,"Medium Value"
39170,"Emily Mcbride",17164,0.28,"Medium Value"
18705,"Adam Jones MD",17163,0.28,"Medium Value"
1793,"Thomas Howard",17163,0.28,"Medium Value"
9016,"Kenneth Johnson",17163,0.28,"Medium Value"
4925,"Natalie Branch",17162,0.28,"Medium Value"
44379,"Gabrielle Clark",17161,0.28,"Medium Value"
43572,"Susan Hickman",17161,0.28,"Medium Value"
43408,"Larry Mahoney",17159,0.28,"Medium Value"
40283,"Juan Jenkins",17158,0.28,"Medium Value"
26735,"Bradley Watkins",17157,0.28,"Medium Value"
42425,"Kim Hebert",17156,0.28,"Medium Value"
27722,"Jason Roy",17155,0.28,"Medium Value"
32097,"Caitlin Dean",17155,0.28,"Medium Value"
34640,"Alan Ferguson",17155,0.28,"Medium Value"
10316,"Bruce Crosby",17155,0.28,"Medium Value"
19209,"Alexis Pham",17154,0.28,"Medium Value"
15011,"Darlene Frederick",17154,0.28,"Medium Value"
29702,"Victoria Walker",17153,0.28,"Medium Value"
38670,"Melinda Soto",17152,0.28,"Medium Value"
43139,"Jessica Barrett",17152,0.28,"Medium Value"
72,"Kendra Ramirez",17152,0.28,"Medium Value"
8295,"Samantha Brown DDS",17151,0.28,"Medium Value"
32749,"Kenneth Allen",17151,0.28,"Medium Value"
42100,"Heather Garcia",17150,0.28,"Medium Value"
43692,"Sarah Guerrero",17149,0.28,"Medium Value"
37123,"Cynthia Walters",17149,0.28,"Medium Value"
18168,"Renee Cunningham",17148,0.28,"Medium Value"
34223,"Isaiah Meza",17148,0.28,"Medium Value"
14669,"Timothy Berg",17148,0.28,"Medium Value"
38572,"Janet Walker",17147,0.28,"Medium Value"
13998,"Briana Burnett",17147,0.28,"Medium Value"
8021,"Justin Tucker",17147,0.28,"Medium Value"
33666,"Ronald Davis",17146,0.28,"Medium Value"
5173,"Jeremy Cobb",17146,0.28,"Medium Value"
26856,"Karina Webster",17145,0.28,"Medium Value"
27567,"Karen Lawson",17143,0.28,"Medium Value"
45828,"Mark Rodriguez",17143,0.28,"Medium Value"
18895,"Daniel Conrad",17142,0.28,"Medium Value"
23932,"Willie Johnson",17142,0.28,"Medium Value"
46881,"Matthew Navarro",17142,0.28,"Medium Value"
15301,"Joel Harvey",17142,0.28,"Medium Value"
42600,"Anna Olson",17142,0.28,"Medium Value"
35378,"Kaitlyn King",17142,0.28,"Medium Value"
45681,"Jean Allen",17141,0.29,"Medium Value"
44807,"Sharon Brown",17141,0.29,"Medium Value"
20854,"Jason Humphrey",17141,0.29,"Medium Value"
33004,"Jared Long",17140,0.29,"Medium Value"
26736,"Tiffany Gonzales",17140,0.29,"Medium Value"
27267,"Linda Fry",17138,0.29,"Medium Value"
24692,"Donna Villanueva",17138,0.29,"Medium Value"
25650,"Cynthia Knight",17138,0.29,"Medium Value"
23096,"Francisco Scott",17137,0.29,"Medium Value"
33249,"Linda Stewart",17137,0.29,"Medium Value"
46774,"Douglas Smith",17137,0.29,"Medium Value"
1527,"Denise Young",17137,0.29,"Medium Value"
9949,"Devin Barnes",17137,0.29,"Medium Value"
29003,"Tommy Mckinney",17137,0.29,"Medium Value"
9634,"Mrs. Megan Huerta",17136,0.29,"Medium Value"
32895,"Eric Diaz",17135,0.29,"Medium Value"
36144,"Mary Mullins",17135,0.29,"Medium Value"
42740,"Justin Velazquez",17135,0.29,"Medium Value"
46753,"Lawrence Gordon",17134,0.29,"Medium Value"
46873,"Victoria Kane",17134,0.29,"Medium Value"
57,"Andrew Gutierrez",17134,0.29,"Medium Value"
11484,"Victoria Sullivan",17134,0.29,"Medium Value"
31752,"Paul Bates",17134,0.29,"Medium Value"
45477,"Paul Hernandez",17134,0.29,"Medium Value"
45243,"Meghan Rose",17131,0.29,"Medium Value"
1219,"Ross Hayes",17130,0.29,"Medium Value"
45642,"Kelly Marquez",17130,0.29,"Medium Value"
22365,"Emily Walters",17129,0.29,"Medium Value"
7894,"Patrick West",17129,0.29,"Medium Value"
30712,"Kenneth Alvarez",17128,0.29,"Medium Value"
25063,"Felicia Bailey PhD",17128,0.29,"Medium Value"
41039,"Kathleen Ryan",17127,0.29,"Medium Value"
15606,"Joshua Tucker",17127,0.29,"Medium Value"
10513,"Zachary Cruz",17126,0.29,"Medium Value"
17468,"Mr. David Ruiz Jr.",17126,0.29,"Medium Value"
18242,"Robert Jacobs",17126,0.29,"Medium Value"
9667,"Marissa Donaldson",17125,0.29,"Medium Value"
34411,"Sarah Kelley",17125,0.29,"Medium Value"
23943,"Michael Hicks",17124,0.29,"Medium Value"
10608,"Donald Branch",17124,0.29,"Medium Value"
3304,"Brandy Frey",17124,0.29,"Medium Value"
5963,"Whitney Callahan",17123,0.29,"Medium Value"
35236,"Nicole Weaver",17123,0.29,"Medium Value"
12069,"Michael Williams",17123,0.29,"Medium Value"
26291,"Angel Pineda",17123,0.29,"Medium Value"
20989,"Michael Strong",17123,0.29,"Medium Value"
16266,"Jessica Hogan",17123,0.29,"Medium Value"
31164,"Joshua Schmidt",17123,0.29,"Medium Value"
17752,"Andrew White",17122,0.29,"Medium Value"
6730,"Thomas Escobar",17122,0.29,"Medium Value"
21869,"Kelly Barrett",17122,0.29,"Medium Value"
32322,"Jessica Anderson",17121,0.29,"Medium Value"
45338,"Samantha Coleman",17121,0.29,"Medium Value"
20091,"Sheila Ryan",17120,0.29,"Medium Value"
49031,"Suzanne Martinez",17120,0.29,"Medium Value"
31525,"Valerie Davis",17119,0.29,"Medium Value"
4176,"Ryan Morris",17119,0.29,"Medium Value"
13319,"Lisa Bishop",17119,0.29,"Medium Value"
19944,"Sarah Mann",17119,0.29,"Medium Value"
24430,"Mary Williams",17118,0.29,"Medium Value"
34312,"Sherri Crane",17118,0.29,"Medium Value"
39994,"Tanya Young",17118,0.29,"Medium Value"
16279,"Sean Padilla",17118,0.29,"Medium Value"
23950,"Alex Alvarado",17117,0.29,"Medium Value"
10915,"Susan Page",17117,0.29,"Medium Value"
8031,"Heather Bauer",17116,0.29,"Medium Value"
7165,"Mark Cooley",17115,0.29,"Medium Value"
46172,"David Anderson",17115,0.29,"Medium Value"
6616,"Barbara Thomas",17115,0.29,"Medium Value"
22272,"Michelle Davis",17115,0.29,"Medium Value"
27364,"Ana Murphy",17115,0.29,"Medium Value"
38840,"Hunter Jackson",17115,0.29,"Medium Value"
19885,"Kathleen David",17114,0.29,"Medium Value"
13496,"Bethany Fisher",17113,0.29,"Medium Value"
46093,"Tiffany Perry",17113,0.29,"Medium Value"
237,"Brian Brown",17112,0.29,"Medium Value"
42829,"Jessica Hogan",17112,0.29,"Medium Value"
43796,"Tracy Rodriguez",17111,0.29,"Medium Value"
31805,"Michael King",17109,0.29,"Medium Value"
31856,"John Ellis",17109,0.29,"Medium Value"
23825,"Lauren Christian",17109,0.29,"Medium Value"
9785,"Elizabeth Hall",17108,0.29,"Medium Value"
7952,"Alice Roy",17108,0.29,"Medium Value"
29519,"Kathy Solomon",17108,0.29,"Medium Value"
4666,"Terri Vaughn",17108,0.29,"Medium Value"
1158,"Maria Ross",17107,0.29,"Medium Value"
46939,"Peter Andrews",17106,0.29,"Medium Value"
32464,"Zachary Haney",17106,0.29,"Medium Value"
8980,"Paul Green",17105,0.29,"Medium Value"
16916,"Kathleen Bartlett",17105,0.29,"Medium Value"
33572,"Marcus Sherman",17105,0.29,"Medium Value"
43136,"Sarah Green",17105,0.29,"Medium Value"
19546,"Steven Anderson",17104,0.29,"Medium Value"
37705,"Louis Buchanan",17103,0.29,"Medium Value"
9004,"Anthony Sparks",17102,0.29,"Medium Value"
29298,"Amber Lopez",17101,0.29,"Medium Value"
20544,"Katrina Jones",17100,0.29,"Medium Value"
38990,"Barry Cruz",17100,0.29,"Medium Value"
18133,"James Morrow",17100,0.29,"Medium Value"
32313,"Cameron Greer",17099,0.29,"Medium Value"
7441,"Timothy Sampson",17098,0.29,"Medium Value"
29642,"Heather Joseph",17098,0.29,"Medium Value"
44698,"Kelli Roberts",17098,0.29,"Medium Value"
43568,"Tina Taylor",17098,0.29,"Medium Value"
48626,"Theresa Valentine",17098,0.29,"Medium Value"
24755,"Christina Smith",17097,0.29,"Medium Value"
39476,"Tamara Montoya",17097,0.29,"Medium Value"
17285,"Javier West",17097,0.29,"Medium Value"
40483,"Joseph White",17096,0.29,"Medium Value"
6485,"Sabrina Torres",17096,0.29,"Medium Value"
3994,"Tanya Patel",17096,0.29,"Medium Value"
43183,"Alicia Knapp",17096,0.29,"Medium Value"
40174,"Maria Williams",17096,0.29,"Medium Value"
8237,"Darryl Mcintyre",17095,0.29,"Medium Value"
17325,"Monica Green",17095,0.29,"Medium Value"
40018,"April Stewart",17095,0.29,"Medium Value"
48028,"Mary Marshall MD",17094,0.29,"Medium Value"
19670,"Kristina Rodgers",17094,0.29,"Medium Value"
30667,"John Lawson",17094,0.29,"Medium Value"
13908,"Brian Harris",17093,0.29,"Medium Value"
41773,"Jessica Roberts",17093,0.29,"Medium Value"
47701,"Isabel Austin",17092,0.29,"Medium Value"
36046,"Joseph Long",17092,0.29,"Medium Value"
20744,"Daniel Gonzales",17091,0.29,"Medium Value"
42315,"Julia Jackson",17091,0.29,"Medium Value"
26111,"Lori Liu",17089,0.29,"Medium Value"
38373,"Joshua Allen",17089,0.29,"Medium Value"
40858,"Daniel Hebert",17088,0.29,"Medium Value"
37682,"Micheal Benson",17088,0.29,"Medium Value"
18012,"Tara Henderson",17087,0.29,"Medium Value"
24443,"Jeffrey Rogers",17087,0.29,"Medium Value"
30854,"Noah Burgess",17087,0.29,"Medium Value"
15256,"Danny Garcia",17086,0.29,"Medium Value"
23552,"Anna Durham",17085,0.29,"Medium Value"
28229,"Laura Perez",17085,0.29,"Medium Value"
42831,"Juan Pearson",17084,0.29,"Medium Value"
45671,"Jonathon Duncan",17084,0.29,"Medium Value"
12910,"Randy Jones",17084,0.29,"Medium Value"
24922,"Jason Hicks",17084,0.29,"Medium Value"
31696,"James Moore",17084,0.29,"Medium Value"
38898,"Diana Melton",17083,0.29,"Medium Value"
36649,"Danielle Smith",17083,0.29,"Medium Value"
31943,"Angela Thompson",17081,0.29,"Medium Value"
7918,"Tina Marquez DVM",17080,0.29,"Medium Value"
16010,"William Dodson",17079,0.29,"Medium Value"
35754,"Joseph Marquez",17079,0.29,"Medium Value"
5879,"Mallory Kline",17078,0.29,"Medium Value"
49690,"Teresa Butler",17078,0.29,"Medium Value"
3498,"Nicole Serrano",17077,0.29,"Medium Value"
29311,"Edward Hill",17077,0.29,"Medium Value"
21669,"Laura Moore",17077,0.29,"Medium Value"
30793,"Justin Goodwin",17077,0.29,"Medium Value"
34187,"Brandon Gonzalez",17076,0.29,"Medium Value"
44852,"Nancy Garcia",17076,0.29,"Medium Value"
39763,"Katherine Parrish",17075,0.29,"Medium Value"
42672,"Cynthia Young",17075,0.29,"Medium Value"
31678,"James Lewis",17074,0.29,"Medium Value"
15514,"Andrea Baldwin",17074,0.29,"Medium Value"
13397,"Ashley Wong",17073,0.29,"Medium Value"
42452,"Hannah Shelton",17073,0.29,"Medium Value"
35864,"Laura Morris",17073,0.29,"Medium Value"
40480,"Tiffany Ritter",17073,0.29,"Medium Value"
7678,"Chelsea Miller",17072,0.29,"Medium Value"
23511,"Angel Barton",17072,0.29,"Medium Value"
43087,"Rachel Chapman",17072,0.29,"Medium Value"
24312,"Mariah Anderson",17071,0.29,"Medium Value"
35503,"James Medina",17071,0.29,"Medium Value"
19777,"Dr. Gregory Griffin",17071,0.29,"Medium Value"
38354,"Seth Bell",17070,0.29,"Medium Value"
32999,"James Smith",17069,0.29,"Medium Value"
34560,"Allen Huff",17069,0.29,"Medium Value"
13562,"Taylor Scott",17069,0.29,"Medium Value"
40032,"Harold Jones",17069,0.29,"Medium Value"
23237,"Randy Williams",17068,0.29,"Medium Value"
49256,"Cody Wright",17068,0.29,"Medium Value"
46059,"Tyler Holder",17067,0.29,"Medium Value"
21170,"Cynthia Harper",17067,0.29,"Medium Value"
36281,"David Harris",17067,0.29,"Medium Value"
17531,"Charles Cole",17067,0.29,"Medium Value"
36849,"Paul Santos",17066,0.29,"Medium Value"
20526,"Matthew Johnson",17066,0.29,"Medium Value"
29822,"Ryan Gamble",17066,0.29,"Medium Value"
12007,"Trevor Braun",17066,0.29,"Medium Value"
45564,"Alicia Avila",17064,0.29,"Medium Value"
37058,"Michael Leonard",17063,0.29,"Medium Value"
21006,"Cassandra Burns",17062,0.29,"Medium Value"
32448,"Mrs. Mallory Brooks",17062,0.29,"Medium Value"
43871,"Ronald Patterson",17062,0.29,"Medium Value"
43742,"Sandra Hunter",17061,0.29,"Medium Value"
45038,"Jamie Harris",17059,0.29,"Medium Value"
22645,"Amy Shaw",17059,0.29,"Medium Value"
